depth,station,insitu,gldas,"error(days, gldas-insitu)",network,signature_type
5.08,35,,,,SCAN,End of wetting
5.08,35,733479.10533061,733412.171691103,-66.93363950692583,SCAN,End of wetting
5.08,35,733852.639983693,733767.82477712,-84.81520657299552,SCAN,End of wetting
5.08,35,734210.935903167,734153.710834279,-57.225068888044916,SCAN,End of wetting
5.08,35,734593.242077304,734492.999994413,-100.24208289105445,SCAN,End of wetting
5.08,35,734933.461332066,734797.232968857,-136.2283632089384,SCAN,End of wetting
5.08,35,735308.891265562,735179.970676756,-128.92058880603872,SCAN,End of wetting
5.08,35,735678.999999799,735589.659347027,-89.34065277199261,SCAN,End of wetting
5.08,35,736038.800427768,735937.999832921,-100.80059484706726,SCAN,End of wetting
5.08,35,736393.248380464,736348.999999495,-44.248380969045684,SCAN,End of wetting
5.08,35,736744.379606814,736715.014807949,-29.364798865048215,SCAN,End of wetting
5.08,35,737141.627820943,737084.727203571,-56.900617372011766,SCAN,End of wetting
5.08,36,733810.0,733888.892030353,78.89203035295941,SCAN,End of wetting
5.08,36,734162.999999845,734137.999999629,-25.000000216066837,SCAN,End of wetting
5.08,36,734524.663688402,734488.845862298,-35.81782610400114,SCAN,End of wetting
5.08,36,,,,SCAN,End of wetting
5.08,36,,,,SCAN,End of wetting
5.08,36,,,,SCAN,End of wetting
5.08,36,735903.669812618,735938.75613422,35.086321601993404,SCAN,End of wetting
5.08,36,736329.427582232,736330.47372027,1.0461380379274487,SCAN,End of wetting
5.08,36,736733.827422426,736691.441305507,-42.38611691899132,SCAN,End of wetting
5.08,36,737013.718800158,737055.922969778,42.20416961994488,SCAN,End of wetting
5.08,36,737476.000000929,737449.651563821,-26.348437107983045,SCAN,End of wetting
5.08,41,,,,SCAN,End of wetting
5.08,41,733795.999999608,733766.348398431,-29.651601177058183,SCAN,End of wetting
5.08,41,,,,SCAN,End of wetting
5.08,41,734462.737719228,734460.025712597,-2.7120066310744733,SCAN,End of wetting
5.08,44,,,,SCAN,End of wetting
5.08,44,733108.119313821,733101.251122147,-6.868191674002446,SCAN,End of wetting
5.08,44,733478.723079248,733448.519905848,-30.203173400019296,SCAN,End of wetting
5.08,44,733853.234626614,733785.356800124,-67.87782648997381,SCAN,End of wetting
5.08,44,734211.758459453,734154.506528224,-57.251931229024194,SCAN,End of wetting
5.08,44,734590.0,734516.607376139,-73.39262386097107,SCAN,End of wetting
5.08,44,734934.00042186,735033.277892286,99.27747042593546,SCAN,End of wetting
5.08,44,735320.710712889,735255.562213941,-65.14849894796498,SCAN,End of wetting
5.08,44,735676.737041152,735600.413520147,-76.32352100498974,SCAN,End of wetting
5.08,44,736031.440978619,735942.233844417,-89.20713420200627,SCAN,End of wetting
5.08,46,,,,SCAN,End of wetting
5.08,49,,,,SCAN,End of wetting
5.08,49,730790.99999983,730866.676180675,75.6761808450101,SCAN,End of wetting
5.08,49,731174.157855131,731203.530239203,29.37238407204859,SCAN,End of wetting
5.08,49,731576.792133817,731596.000000101,19.20786628406495,SCAN,End of wetting
5.08,49,731974.355771564,731973.5666594,-0.7891121639404446,SCAN,End of wetting
5.08,49,732286.421323429,732308.282917548,21.861594118992798,SCAN,End of wetting
5.08,49,732636.904891204,732652.44458147,15.539690266014077,SCAN,End of wetting
5.08,50,,,,SCAN,End of wetting
5.08,50,733466.356006331,733413.774838274,-52.58116805704776,SCAN,End of wetting
5.08,50,733840.965993704,733764.042314866,-76.92367883806583,SCAN,End of wetting
5.08,50,734081.966156594,734134.999999418,53.033842824050225,SCAN,End of wetting
5.08,50,734453.878614275,734496.437267058,42.55865278292913,SCAN,End of wetting
5.08,50,734920.367187271,734888.999954497,-31.367232774035074,SCAN,End of wetting
5.08,50,735180.911520753,735231.713578142,50.8020573889371,SCAN,End of wetting
5.08,50,735675.025362477,735603.072128504,-71.95323397300672,SCAN,End of wetting
5.08,50,735979.326927063,735976.003762388,-3.323164675035514,SCAN,End of wetting
5.08,50,736332.388151265,736332.999999146,0.6118478809949011,SCAN,End of wetting
5.08,50,736623.854048009,736716.999852914,93.14580490498338,SCAN,End of wetting
5.08,50,737023.816193966,737059.999999664,36.183805698063225,SCAN,End of wetting
5.08,53,733379.600078356,733405.784779091,26.184700735029764,SCAN,End of wetting
5.08,53,733780.259496739,733761.590196113,-18.669300626032054,SCAN,End of wetting
5.08,53,734143.515941494,734157.251440582,13.73549908795394,SCAN,End of wetting
5.08,53,734483.790857769,734487.359603221,3.568745451979339,SCAN,End of wetting
5.08,53,734887.528836801,734898.264184909,10.735348108108155,SCAN,End of wetting
5.08,54,,,,SCAN,End of wetting
5.08,54,735467.734834309,735559.420723364,91.68588905502111,SCAN,End of wetting
5.08,54,735985.457312189,735939.404074429,-46.05323776009027,SCAN,End of wetting
5.08,54,736261.884055314,736344.99999999,83.11594467598479,SCAN,End of wetting
5.08,54,736707.141162516,736703.278751711,-3.8624108049552888,SCAN,End of wetting
5.08,54,737079.767410794,737072.562953562,-7.204457232030109,SCAN,End of wetting
5.08,55,,,,SCAN,End of wetting
5.08,55,733059.605209226,733044.491854095,-15.113355131004937,SCAN,End of wetting
5.08,55,733442.187381189,733418.912426058,-23.274955130997114,SCAN,End of wetting
5.08,55,733808.287377233,733776.999999925,-31.2873773080064,SCAN,End of wetting
5.08,55,734134.130388023,734114.541207409,-19.589180613984354,SCAN,End of wetting
5.08,55,734424.999999849,734482.53804193,57.538042080937885,SCAN,End of wetting
5.08,55,734955.714901555,734832.831157686,-122.88374386902433,SCAN,End of wetting
5.08,55,735271.999981706,735236.988697022,-35.01128468406387,SCAN,End of wetting
5.08,55,735548.780505297,735617.364848731,68.5843434339622,SCAN,End of wetting
5.08,55,736003.713320077,735951.494258987,-52.219061090028845,SCAN,End of wetting
5.08,55,736276.542799902,736342.999999866,66.45719996397384,SCAN,End of wetting
5.08,55,736733.200345187,736707.99999984,-25.200345346936956,SCAN,End of wetting
5.08,55,737143.3697183,737130.947277722,-12.422440577996895,SCAN,End of wetting
5.08,57,,,,SCAN,End of wetting
5.08,57,733383.747232928,733439.999999781,56.25276685296558,SCAN,End of wetting
5.08,57,733762.999693256,733771.550799535,8.551106279017404,SCAN,End of wetting
5.08,57,734189.999930272,734156.937732114,-33.06219815800432,SCAN,End of wetting
5.08,57,734357.65946511,734510.000039868,152.34057475801092,SCAN,End of wetting
5.08,57,734814.646451016,734799.808261726,-14.83818928990513,SCAN,End of wetting
5.08,57,735277.737825546,735253.593766352,-24.14405919390265,SCAN,End of wetting
5.08,57,735482.999999998,735493.250579731,10.250579732935876,SCAN,End of wetting
5.08,57,735865.00012098,735959.167964816,94.16784383601043,SCAN,End of wetting
5.08,57,736254.775417913,736341.153847984,86.37843007105403,SCAN,End of wetting
5.08,57,736706.163903034,736716.000022949,9.836119915009476,SCAN,End of wetting
5.08,57,737121.738734365,737113.999995163,-7.738739202031866,SCAN,End of wetting
5.08,58,,,,SCAN,End of wetting
5.08,58,,,,SCAN,End of wetting
5.08,58,,,,SCAN,End of wetting
5.08,58,734198.412336276,734148.892994369,-49.51934190699831,SCAN,End of wetting
5.08,58,734452.000001279,734504.764668608,52.764667328912765,SCAN,End of wetting
5.08,58,734810.714475271,734898.000068577,87.28559330606367,SCAN,End of wetting
5.08,58,735196.428243794,735264.324711238,67.89646744402125,SCAN,End of wetting
5.08,58,735642.818059652,735575.999216787,-66.8188428649446,SCAN,End of wetting
5.08,58,735862.208910614,735945.87519173,83.66628111596219,SCAN,End of wetting
5.08,58,736283.645240452,736336.000011384,52.354770931997336,SCAN,End of wetting
5.08,58,736717.588641489,736696.736982153,-20.851659336010925,SCAN,End of wetting
5.08,58,737067.52419311,737083.173496219,15.649303109035827,SCAN,End of wetting
5.08,60,,,,SCAN,End of wetting
5.08,60,735947.647263035,735940.975446372,-6.671816663001664,SCAN,End of wetting
5.08,60,736282.694242714,736278.559706028,-4.1345366860041395,SCAN,End of wetting
5.08,60,736715.069547856,736680.667600123,-34.40194773301482,SCAN,End of wetting
5.08,60,737085.999999976,737082.999999684,-3.000000291969627,SCAN,End of wetting
5.08,66,,,,SCAN,End of wetting
5.08,66,734450.42795726,734505.622841799,55.19488453899976,SCAN,End of wetting
5.08,66,734787.082622354,734927.069349928,139.98672757390887,SCAN,End of wetting
5.08,66,735181.358907385,735222.722885395,41.36397801002022,SCAN,End of wetting
5.08,66,735535.963489554,735654.000023261,118.03653370693792,SCAN,End of wetting
5.08,66,735876.000068764,735969.634279814,93.63421104999725,SCAN,End of wetting
5.08,66,736237.226150473,736323.000002036,85.77385156298988,SCAN,End of wetting
5.08,66,736624.317012648,736711.994496261,87.67748361302074,SCAN,End of wetting
5.08,66,736961.054378236,736970.940940342,9.886562106083147,SCAN,End of wetting
5.08,66,737355.266612042,737421.880891722,66.61427968007047,SCAN,End of wetting
5.08,68,,,,SCAN,End of wetting
5.08,68,734229.441586625,734150.542751744,-78.89883488090709,SCAN,End of wetting
5.08,68,734435.419342595,734494.318921823,58.89957922801841,SCAN,End of wetting
5.08,68,,,,SCAN,End of wetting
5.08,68,735321.260882677,735249.979788866,-71.28109381103422,SCAN,End of wetting
5.08,68,,,,SCAN,End of wetting
5.08,68,,,,SCAN,End of wetting
5.08,68,736251.893412452,736259.909641643,8.0162291910965,SCAN,End of wetting
5.08,68,736640.607657057,736704.916190695,64.30853363801725,SCAN,End of wetting
5.08,68,737161.000023804,737139.71060763,-21.289416174055077,SCAN,End of wetting
5.08,71,,,,SCAN,End of wetting
5.08,71,733732.644413186,733785.303098266,52.65868508000858,SCAN,End of wetting
5.08,71,734209.785484325,734143.725656119,-66.05982820608187,SCAN,End of wetting
5.08,71,734470.805956123,734506.036244674,35.230288550956175,SCAN,End of wetting
5.08,71,734950.999999942,734904.998277334,-46.00172260799445,SCAN,End of wetting
5.08,71,735294.317655768,735255.99999971,-38.317656058003195,SCAN,End of wetting
5.08,71,735713.362053258,735645.6503916,-67.71166165801696,SCAN,End of wetting
5.08,71,735930.62353658,735931.578876209,0.9553396289702505,SCAN,End of wetting
5.08,71,736354.632901699,736322.185831875,-32.44706982409116,SCAN,End of wetting
5.08,71,736749.788883397,736690.058373966,-59.73050943098497,SCAN,End of wetting
5.08,71,737148.999999839,737054.216242032,-94.78375780698843,SCAN,End of wetting
5.08,72,,,,SCAN,End of wetting
5.08,72,733846.278272753,733789.326107151,-56.95216560200788,SCAN,End of wetting
5.08,72,734220.806619618,734143.728461843,-77.07815777498763,SCAN,End of wetting
5.08,72,734477.422840174,734504.999981625,27.577141450950876,SCAN,End of wetting
5.08,72,734941.79938351,734904.887852194,-36.91153131600004,SCAN,End of wetting
5.08,72,735312.949594564,735255.999970688,-56.94962387601845,SCAN,End of wetting
5.08,72,735703.991747355,735645.609857282,-58.381890072952956,SCAN,End of wetting
5.08,72,735924.54046234,735931.574296249,7.03383390896488,SCAN,End of wetting
5.08,72,736365.999674626,736322.183063642,-43.81661098403856,SCAN,End of wetting
5.08,72,736765.313606417,736690.310742712,-75.00286370504182,SCAN,End of wetting
5.08,72,737143.999982035,737054.217812808,-89.78216922702268,SCAN,End of wetting
5.08,82,,,,SCAN,End of wetting
5.08,82,734455.134668622,734498.632105469,43.49743684695568,SCAN,End of wetting
5.08,82,734785.361336284,734898.263234006,112.9018977220403,SCAN,End of wetting
5.08,82,735147.0755981,735269.557145969,122.48154786904342,SCAN,End of wetting
5.08,82,735492.875278414,735627.792403918,134.91712550399825,SCAN,End of wetting
5.08,82,735837.2254107,735967.545640924,130.32023022405338,SCAN,End of wetting
5.08,82,736270.999999826,736380.75234911,109.75234928401187,SCAN,End of wetting
5.08,82,736591.479938728,736744.998789727,153.51885099895298,SCAN,End of wetting
5.08,82,736964.006241193,736905.199098482,-58.80714271101169,SCAN,End of wetting
5.08,82,737344.648203317,737494.059154734,149.4109514170559,SCAN,End of wetting
5.08,84,,,,SCAN,End of wetting
5.08,84,735945.192876183,735939.741262051,-5.451614131918177,SCAN,End of wetting
5.08,84,736338.811300262,736353.288968466,14.477668203995563,SCAN,End of wetting
5.08,84,736706.000100458,736703.148529755,-2.851570703089237,SCAN,End of wetting
5.08,85,,,,SCAN,End of wetting
5.08,85,733387.737456333,733395.523772304,7.786315970937721,SCAN,End of wetting
5.08,85,733790.243022124,733754.999982066,-35.24304005806334,SCAN,End of wetting
5.08,85,734145.832408493,734154.354016323,8.521607829956338,SCAN,End of wetting
5.08,85,734487.17193008,734488.111360141,0.939430060912855,SCAN,End of wetting
5.08,85,734845.806948787,734897.999977807,52.19302902009804,SCAN,End of wetting
5.08,85,735271.991430256,735221.939505199,-50.05192505707964,SCAN,End of wetting
5.08,85,,735558.366255347,,SCAN,End of wetting
5.08,85,735951.416814399,735938.403176668,-13.013637730968185,SCAN,End of wetting
5.08,85,736267.34055629,736339.132878038,71.7923217479838,SCAN,End of wetting
5.08,85,736701.731503606,736701.627800823,-0.10370278300251812,SCAN,End of wetting
5.08,85,737079.673439985,737069.563838297,-10.109601687989198,SCAN,End of wetting
5.08,86,,,,SCAN,End of wetting
5.08,86,735939.790739841,735935.523166995,-4.267572845914401,SCAN,End of wetting
5.08,86,736256.883833048,736339.428275167,82.54444211896043,SCAN,End of wetting
5.08,86,736638.156748374,736701.896071442,63.73932306806091,SCAN,End of wetting
5.08,86,737075.453563847,737069.099557274,-6.354006572975777,SCAN,End of wetting
5.08,87,,,,SCAN,End of wetting
5.08,87,734492.472083461,734505.782666408,13.31058294698596,SCAN,End of wetting
5.08,87,734772.156056071,734881.99999587,109.84393979900051,SCAN,End of wetting
5.08,87,735123.979374964,735275.075757278,151.09638231399003,SCAN,End of wetting
5.08,87,735485.122207079,735612.97684092,127.85463384108152,SCAN,End of wetting
5.08,87,735834.630113349,735943.347329098,108.71721574908588,SCAN,End of wetting
5.08,87,736275.681256141,736337.208979674,61.527723532984965,SCAN,End of wetting
5.08,87,736714.053398482,736701.999999926,-12.05339855607599,SCAN,End of wetting
5.08,87,737120.547938097,737165.990689084,45.44275098701473,SCAN,End of wetting
5.0,1,,,,USCRN,Start of drying
5.0,1,734938.012160889,734938.000038513,-0.012122376007027924,USCRN,Start of drying
5.0,1,735276.931005563,735299.961630517,23.030624954029918,USCRN,Start of drying
5.0,1,735639.046057847,735626.999941915,-12.046115931938402,USCRN,Start of drying
5.0,1,736027.999985127,735992.867771945,-35.13221318204887,USCRN,Start of drying
5.0,1,736359.983735827,736362.999999546,3.016263718949631,USCRN,Start of drying
5.0,1,736745.784887122,736725.896487947,-19.888399175019003,USCRN,Start of drying
5.0,1,737137.000161255,737190.46974729,53.469586035003886,USCRN,Start of drying
5.0,2,,,,USCRN,Start of drying
5.0,2,734896.387669512,,,USCRN,Start of drying
5.0,2,735249.872847445,735245.997132658,-3.8757147869328037,USCRN,Start of drying
5.0,2,,,,USCRN,Start of drying
5.0,2,,,,USCRN,Start of drying
5.0,2,,,,USCRN,Start of drying
5.0,2,736689.006109343,736775.459877852,86.45376850897446,USCRN,Start of drying
5.0,2,737150.138843984,737157.488438622,7.34959463798441,USCRN,Start of drying
5.0,3,,,,USCRN,Start of drying
5.0,3,734962.283715336,734917.000039862,-45.2836754739983,USCRN,Start of drying
5.0,3,,,,USCRN,Start of drying
5.0,3,735702.991382315,735701.090474035,-1.900908280047588,USCRN,Start of drying
5.0,3,736109.82866901,736016.51745811,-93.31121089996304,USCRN,Start of drying
5.0,3,736378.30844084,736442.127980522,63.819539682008326,USCRN,Start of drying
5.0,3,736709.999991216,736759.866680168,49.86668895196635,USCRN,Start of drying
5.0,3,737143.999999983,737160.493041484,16.493041501031257,USCRN,Start of drying
5.0,4,,,,USCRN,Start of drying
5.0,4,734915.000094321,734879.999998464,-35.00009585695807,USCRN,Start of drying
5.0,4,735328.401500732,735248.999996454,-79.40150427806657,USCRN,Start of drying
5.0,4,735625.999896936,735626.63108845,0.631191513966769,USCRN,Start of drying
5.0,4,736126.509663942,735990.127882856,-136.38178108609281,USCRN,Start of drying
5.0,4,736420.356030065,736336.999996122,-83.35603394301143,USCRN,Start of drying
5.0,4,736711.999998787,736711.999999158,3.7101563066244125e-07,USCRN,Start of drying
5.0,4,737080.927909794,737085.999994934,5.072085139923729,USCRN,Start of drying
5.0,5,,,,USCRN,Start of drying
5.0,5,734923.713048243,734882.82825977,-40.88478847302031,USCRN,Start of drying
5.0,5,735301.402224395,735249.999616413,-51.40260798193049,USCRN,Start of drying
5.0,5,735636.27541151,735587.999990711,-48.27542079903651,USCRN,Start of drying
5.0,5,736131.221043408,,,USCRN,Start of drying
5.0,5,736454.03547524,,,USCRN,Start of drying
5.0,5,,,,USCRN,Start of drying
5.0,5,737182.874557989,737148.033727446,-34.84083054296207,USCRN,Start of drying
5.0,7,734247.438804419,734247.367014708,-0.07178971101529896,USCRN,Start of drying
5.0,7,734584.755580889,734587.849497353,3.09391646401491,USCRN,Start of drying
5.0,7,734973.331385121,734960.31702257,-13.014362551039085,USCRN,Start of drying
5.0,7,735266.16281378,735276.427136512,10.264322731993161,USCRN,Start of drying
5.0,7,735687.234889332,735667.999999753,-19.23488957900554,USCRN,Start of drying
5.0,7,735979.992623427,735997.625246699,17.632623272016644,USCRN,Start of drying
5.0,7,736359.322228555,736357.707613781,-1.6146147740073502,USCRN,Start of drying
5.0,7,736728.843032169,736754.109696823,25.266664654016495,USCRN,Start of drying
5.0,7,737151.82094751,737140.999999998,-10.820947511936538,USCRN,Start of drying
5.0,11,,,,USCRN,Start of drying
5.0,11,734963.165297292,734941.53408182,-21.63121547200717,USCRN,Start of drying
5.0,11,735276.885062039,735274.622202185,-2.2628598540322855,USCRN,Start of drying
5.0,11,735667.201178108,735652.400223718,-14.800954389967956,USCRN,Start of drying
5.0,11,735983.836600385,735997.999999764,14.16339937900193,USCRN,Start of drying
5.0,11,736365.947919559,736364.797186067,-1.1507334919879213,USCRN,Start of drying
5.0,11,736755.359537018,736753.610281987,-1.7492550309980288,USCRN,Start of drying
5.0,11,737233.393518714,737138.555652782,-94.83786593202967,USCRN,Start of drying
5.0,14,,,,USCRN,Start of drying
5.0,14,734988.357634732,734973.522613092,-14.835021640057676,USCRN,Start of drying
5.0,14,735392.554218338,,,USCRN,Start of drying
5.0,14,735608.999999992,735665.580475866,56.580475874012336,USCRN,Start of drying
5.0,14,736125.819002166,,,USCRN,Start of drying
5.0,14,736468.115727772,736379.530949526,-88.58477824600413,USCRN,Start of drying
5.0,14,736745.441844772,736750.185259921,4.743415149045177,USCRN,Start of drying
5.0,14,737088.026550088,737098.254230526,10.227680438081734,USCRN,Start of drying
5.0,15,,,,USCRN,Start of drying
5.0,15,734968.547091043,734971.769053305,3.2219622620614246,USCRN,Start of drying
5.0,15,735259.577091087,735285.464482477,25.887391390046105,USCRN,Start of drying
5.0,15,735677.181998632,735673.383659835,-3.7983387970598415,USCRN,Start of drying
5.0,15,735960.495845916,736012.269510943,51.77366502699442,USCRN,Start of drying
5.0,15,736399.130718523,736369.779328883,-29.351389640010893,USCRN,Start of drying
5.0,15,736759.187168073,736745.00002636,-14.187141712987795,USCRN,Start of drying
5.0,15,737135.796174633,737155.083407166,19.287232532980852,USCRN,Start of drying
5.0,17,,,,USCRN,Start of drying
5.0,17,734563.708973591,734530.440497078,-33.26847651298158,USCRN,Start of drying
5.0,17,734901.185937539,734910.042943794,8.85700625507161,USCRN,Start of drying
5.0,17,735275.000163807,735266.999989221,-8.000174585962668,USCRN,Start of drying
5.0,17,735601.000051462,735582.413664961,-18.586386500974186,USCRN,Start of drying
5.0,17,736031.999885097,,,USCRN,Start of drying
5.0,17,736339.86656448,736329.541141207,-10.32542327302508,USCRN,Start of drying
5.0,17,736706.05348646,736720.987858116,14.93437165603973,USCRN,Start of drying
5.0,17,737054.999999721,737045.000020848,-9.999978872947395,USCRN,Start of drying
5.0,18,734370.99999951,,,USCRN,Start of drying
5.0,18,734641.108935411,734551.99994664,-89.10898877098225,USCRN,Start of drying
5.0,18,734895.999984122,734896.999997735,1.0000136130256578,USCRN,Start of drying
5.0,18,735293.481096281,,,USCRN,Start of drying
5.0,18,735635.541942539,735645.356471392,9.814528852934018,USCRN,Start of drying
5.0,18,736009.99999996,735959.983082691,-50.01691726897843,USCRN,Start of drying
5.0,18,736380.999999945,,,USCRN,Start of drying
5.0,18,,,,USCRN,Start of drying
5.0,18,737125.365629406,737137.925342845,12.55971343908459,USCRN,Start of drying
5.0,20,,,,USCRN,Start of drying
5.0,20,734960.999687894,734913.400115906,-47.599571987986565,USCRN,Start of drying
5.0,20,,735275.965134858,,USCRN,Start of drying
5.0,20,,,,USCRN,Start of drying
5.0,20,735986.824238728,735993.999544155,7.175305426935665,USCRN,Start of drying
5.0,20,736351.692207531,736371.000000002,19.307792471023276,USCRN,Start of drying
5.0,20,,,,USCRN,Start of drying
5.0,20,,,,USCRN,Start of drying
5.0,21,,,,USCRN,Start of drying
5.0,21,734943.366176288,734987.876024002,44.50984771398362,USCRN,Start of drying
5.0,21,735357.999999804,735364.366206578,6.36620677402243,USCRN,Start of drying
5.0,21,735667.117381538,735744.562934656,77.44555311801378,USCRN,Start of drying
5.0,21,736104.99991902,736130.463488556,25.463569535990246,USCRN,Start of drying
5.0,21,,,,USCRN,Start of drying
5.0,21,736844.701180505,736845.122839585,0.42165907996241003,USCRN,Start of drying
5.0,21,737194.081951365,737210.000100682,15.918149317032658,USCRN,Start of drying
5.0,22,,,,USCRN,Start of drying
5.0,22,734282.972612806,734289.294608879,6.321996073005721,USCRN,Start of drying
5.0,22,734621.381084588,,,USCRN,Start of drying
5.0,22,734970.25751148,734974.999979366,4.742467885953374,USCRN,Start of drying
5.0,22,735351.230002251,735297.000095011,-54.22990724002011,USCRN,Start of drying
5.0,22,,,,USCRN,Start of drying
5.0,22,736110.233668141,736121.651227836,11.417559695080854,USCRN,Start of drying
5.0,22,736461.435322245,736477.378138825,15.942816579947248,USCRN,Start of drying
5.0,22,736826.281914833,736835.999999822,9.71808498899918,USCRN,Start of drying
5.0,22,737282.97901348,,,USCRN,Start of drying
5.0,23,,,,USCRN,Start of drying
5.0,23,734270.215345721,734181.084625013,-89.13072070793714,USCRN,Start of drying
5.0,23,734655.134401222,734554.543924787,-100.59047643502709,USCRN,Start of drying
5.0,23,734962.672745589,734949.301698735,-13.371046854066662,USCRN,Start of drying
5.0,23,735236.999999667,735238.003315108,1.0033154409611598,USCRN,Start of drying
5.0,23,735694.720635945,735676.242723053,-18.477912892005406,USCRN,Start of drying
5.0,23,736039.46806874,736004.527644692,-34.940424047992565,USCRN,Start of drying
5.0,23,736393.744784701,736353.677119857,-40.06766484398395,USCRN,Start of drying
5.0,23,736769.546968705,736711.999999995,-57.546968710026704,USCRN,Start of drying
5.0,23,737141.68955991,737166.326288935,24.636729025049135,USCRN,Start of drying
5.0,27,734391.999870975,,,USCRN,Start of drying
5.0,27,734672.999994378,734575.726053797,-97.27394058089703,USCRN,Start of drying
5.0,27,735036.452770786,735026.252335388,-10.200435398030095,USCRN,Start of drying
5.0,27,735280.39287148,735277.000000164,-3.3928713159402832,USCRN,Start of drying
5.0,27,735721.376946438,735690.999999559,-30.376946878968738,USCRN,Start of drying
5.0,27,736052.99331476,736023.64782053,-29.345494230045006,USCRN,Start of drying
5.0,27,736389.226175743,736355.999992004,-33.226183739025146,USCRN,Start of drying
5.0,27,736743.266429993,736720.99999968,-22.266430313000455,USCRN,Start of drying
5.0,27,737129.799684004,737086.999999856,-42.79968414804898,USCRN,Start of drying
5.0,28,734392.0,,,USCRN,Start of drying
5.0,28,734678.460270431,734572.699879235,-105.76039119600318,USCRN,Start of drying
5.0,28,734974.353349798,735026.26030821,51.90695841202978,USCRN,Start of drying
5.0,28,735424.081556661,735274.110075432,-149.9714812290622,USCRN,Start of drying
5.0,28,735771.158566787,735692.999989859,-78.15857692807913,USCRN,Start of drying
5.0,28,736026.394498179,736025.150266246,-1.2442319329129532,USCRN,Start of drying
5.0,28,736519.999999911,736362.027933064,-157.972066846909,USCRN,Start of drying
5.0,28,736762.828844671,736726.999974334,-35.8288703369908,USCRN,Start of drying
5.0,28,737126.000000095,737092.063972677,-33.93602741800714,USCRN,Start of drying
5.0,1,,,,USCRN,Start of wetting
5.0,1,734844.224621398,734871.859550864,27.63492946594488,USCRN,Start of wetting
5.0,1,735107.398994082,735148.445471589,41.04647750698496,USCRN,Start of wetting
5.0,1,735440.179630119,735559.451548616,119.27191849704832,USCRN,Start of wetting
5.0,1,735919.000071983,735770.999809855,-148.00026212795638,USCRN,Start of wetting
5.0,1,736213.919001022,736231.680228836,17.761227814015,USCRN,Start of wetting
5.0,1,736631.822586571,736646.9999808,15.177394228987396,USCRN,Start of wetting
5.0,1,737048.34624748,736881.593783841,-166.75246363901533,USCRN,Start of wetting
5.0,2,,,,USCRN,Start of wetting
5.0,2,,,,USCRN,Start of wetting
5.0,2,,,,USCRN,Start of wetting
5.0,2,,,,USCRN,Start of wetting
5.0,2,,,,USCRN,Start of wetting
5.0,2,,,,USCRN,Start of wetting
5.0,2,,,,USCRN,Start of wetting
5.0,2,,,,USCRN,Start of wetting
5.0,3,,,,USCRN,Start of wetting
5.0,3,,,,USCRN,Start of wetting
5.0,3,,,,USCRN,Start of wetting
5.0,3,,,,USCRN,Start of wetting
5.0,3,735861.43568617,735849.999999291,-11.435686878976412,USCRN,Start of wetting
5.0,3,,,,USCRN,Start of wetting
5.0,3,,,,USCRN,Start of wetting
5.0,3,,,,USCRN,Start of wetting
5.0,4,,,,USCRN,Start of wetting
5.0,4,,,,USCRN,Start of wetting
5.0,4,,,,USCRN,Start of wetting
5.0,4,,,,USCRN,Start of wetting
5.0,4,,,,USCRN,Start of wetting
5.0,4,,,,USCRN,Start of wetting
5.0,4,,,,USCRN,Start of wetting
5.0,4,,,,USCRN,Start of wetting
5.0,5,,,,USCRN,Start of wetting
5.0,5,,,,USCRN,Start of wetting
5.0,5,,,,USCRN,Start of wetting
5.0,5,,,,USCRN,Start of wetting
5.0,5,,,,USCRN,Start of wetting
5.0,5,,,,USCRN,Start of wetting
5.0,5,,,,USCRN,Start of wetting
5.0,5,736944.170108004,737058.998806524,114.82869851996657,USCRN,Start of wetting
5.0,7,,,,USCRN,Start of wetting
5.0,7,734408.248458768,734400.619596524,-7.6288622439606115,USCRN,Start of wetting
5.0,7,734761.999836825,734799.511964987,37.51212816208135,USCRN,Start of wetting
5.0,7,735192.446232426,735133.49464619,-58.9515862360131,USCRN,Start of wetting
5.0,7,735539.533837202,735530.930881308,-8.602955893962644,USCRN,Start of wetting
5.0,7,735920.314595406,735832.173768602,-88.14082680398133,USCRN,Start of wetting
5.0,7,736305.327839205,736202.392973417,-102.93486578809097,USCRN,Start of wetting
5.0,7,736635.634766002,736615.716110245,-19.918655756977387,USCRN,Start of wetting
5.0,7,737035.232565114,737044.816762837,9.58419772295747,USCRN,Start of wetting
5.0,11,,,,USCRN,Start of wetting
5.0,11,734868.644849042,734811.559924668,-57.084924373892136,USCRN,Start of wetting
5.0,11,735142.002024421,735138.925159584,-3.076864836970344,USCRN,Start of wetting
5.0,11,735568.999981846,735457.83081093,-111.16917091596406,USCRN,Start of wetting
5.0,11,735881.949110967,735862.079312141,-19.869798825937323,USCRN,Start of wetting
5.0,11,736246.377913264,736247.365653033,0.9877397690434009,USCRN,Start of wetting
5.0,11,736572.999999961,736588.253862673,15.253862711950205,USCRN,Start of wetting
5.0,11,736948.152760405,736944.116869988,-4.035890416940674,USCRN,Start of wetting
5.0,14,,,,USCRN,Start of wetting
5.0,14,734802.285063934,734777.935566882,-24.34949705202598,USCRN,Start of wetting
5.0,14,,,,USCRN,Start of wetting
5.0,14,,,,USCRN,Start of wetting
5.0,14,,,,USCRN,Start of wetting
5.0,14,,,,USCRN,Start of wetting
5.0,14,,,,USCRN,Start of wetting
5.0,14,,,,USCRN,Start of wetting
